,Scn11a_Scn7a_Scn9a,Scn10a_Scn7a_Scn9a,Scn7a_Scn9a,Scn10a_Scn11a_Scn9a,Scn10a_Scn11a_Scn7a,Scn10a_Scn9a,Scn11a_Scn9a,Scn11a_Scn7a,Scn10a_Scn7a,Scn9a,Scn7a,Scn10a_Scn11a,Scn10a,Scn11a
Syt1,1.5885691549409344,1.199032595176276,1.2019869365800102,1.3429172087827332,0.6259385127013077,0.9725664462758762,1.3385911867424347,0.6201880576158973,0.24123797393340637,0.9663059922340076,0.2339751651219721,0.38714494022234547,0.019695766710675196,0.3694363284182034
Creb1,0.07646513735011401,0.11980939916705047,0.06947195628355661,0.18166569208528585,0.008529774441254382,0.17649511054951808,0.1305767655721718,0.0430470400560004,0.00022992816951035875,0.1265221839968876,0.0505056858943811,0.0581774371630226,0.05159363861017011,0.006022996670742189
Tacr1,0.10429019698073386,0.4238062933864904,0.13665554002772168,0.5011561465049374,0.14869247089082194,0.5330120178821735,0.20916825080128484,0.13536787115000434,0.17928867158270642,0.24235657989831985,0.10315368903611527,0.25306105304162113,0.2845809987104,0.03346266404228073
Cacna2d1,1.881950803682025,2.4037350822598644,1.9275937673622516,1.8403587254373264,0.9473067832665254,1.8878196376705056,1.355605533124216,0.47649211515484674,0.9989780477595113,1.402332924721893,0.5266004843671007,0.4254587447151531,0.4800963463234134,0.05246867353167777
Kctd8,0.04306120073139608,0.07132345166777174,0.013826598794169526,0.21164099206932396,0.02648851432867082,0.18286585391432036,0.15564006174394707,0.08426318305442515,0.05651381933667743,0.12598873871750121,0.11468383690881288,0.08861204008401612,0.058084537564145854,0.030837374943607002
Kctd16,0.6097607729991043,0.5536720490745066,0.43540189523951855,0.5013313381013726,0.5253222110786067,0.32622945620002775,0.37923059375371804,0.40137218366124966,0.3505340186449108,0.20520191543376282,0.22841675324475658,0.3005379176022202,0.1250562731037459,0.17340124398206672
Plcb1,0.15733900365864317,0.20976336643850393,0.30262371291986717,0.10192085957647361,0.05433009546547301,0.03347245618091642,0.0023739330248139425,0.038365395231926114,0.085857247642681,0.1321159613978296,0.17707561896564503,0.21994489355417216,0.09681690299783048,0.12225754989285163
Gabra2,0.16302749812655798,0.2637930093900121,0.21331567639578608,0.00546672229736019,0.21122545368905027,0.057504623188002424,0.050297629182286877,0.15954696296114812,0.2672924590758486,0.00045398387562522243,0.21469653159424681,0.00370753479914731,0.06017178002425438,0.05519687080205152
Slc4a4,0.024445414987177755,0.1219093116796948,0.09127499092004342,0.0026858937452709686,0.07225432464309167,0.11107494741444356,0.033259687088442,0.10390247667755728,0.04194533752527572,0.08105346358915513,0.01118239700521434,0.08243802162467204,0.030445172821152826,0.11342793979786639
Neto1,0.0690443391461427,0.020890127643738658,0.05270850295246819,0.11291154710381873,0.04156436279928025,0.12264725137143559,0.037267082930795115,0.11705462002335647,0.025650033188489716,0.0474859744911219,0.1007290670526158,0.06610409284691286,0.07572670925896426,0.009848790398388131
Gria1,0.4087211164358828,0.12911368068185086,0.42941630215986126,0.06613139672898428,0.14211966383573002,0.04346624897821925,0.23479963857237698,0.1634079574254977,0.12234943876036904,0.2573659547555884,0.18215436185417547,0.3247400373207332,0.3043061043105063,0.02009501998357001
Kcnmb2,0.39541596333188483,0.25654407750331476,0.4018806545330971,0.1176410743334336,0.03687892544372765,0.12003810194315384,0.2777956513019354,0.11772408872881639,0.02884733039186193,0.27815882622477744,0.12163611686777864,0.16433639318781962,0.15802733743913716,0.002625314620449911
Casq2,0.05052927877041988,0.049745994511250835,0.052986169208832874,0.011671455892412783,0.0294486541803326,0.013515341542340081,0.01614251341039801,0.03229962304355242,0.030995767598200788,0.01822965572686747,0.033929443166475955,0.005346781909329332,0.003955353698349692,0.0015519776500766997
Smad7,0.34636034661457615,0.35310955549310463,0.4485626080495268,0.022407735262008767,0.051740821867933245,0.11736016313997034,0.1205029979028896,0.1436523992399958,0.148297114259884,0.21738376473092968,0.24185891319199837,0.18831952690553372,0.09667681386796759,0.0934598115643005
Lrrtm3,0.06127653114528476,0.08174946977392099,0.07870484843428903,0.031015287911776303,0.08416809076720978,0.012541273017588195,0.03413815750450563,0.07852700802353701,0.10276303551759863,0.016169208326605185,0.09617584398469836,0.012021980498087295,0.006957098680232053,0.018289060007712164
Slc1a7,0.01078122123420282,0.015153643247458609,0.014819922978826764,0.005366773455056277,0.030450309467188012,0.01993470279445728,0.005714115377019861,0.030804461850174752,0.005039863281804892,0.019607792621205898,0.0053599626283904085,0.024947322769598695,0.00038139506805762516,0.025342339746937954
P2rx1,0.3126856644100886,0.09525640335843778,0.36086804919787974,0.06237864827481121,0.18068262913108743,0.010037348168273355,0.1985820442225914,0.07630042004802337,0.135592247136665,0.2499496506829308,0.12104379007247439,0.3007786174660064,0.25196954599694776,0.048001105001717705
Tbx5,0.05913873172336191,0.09169851414764861,0.03688256212092913,0.17408187701543199,0.022178732995019445,0.15084180060593258,0.11633243879154628,0.034368152804325834,0.002418752699597502,0.09313792501561297,0.05851012939421109,0.08398674419294225,0.05888820143299908,0.02483890452817073
Piezo2,0.6271451598402087,0.39224999934417926,0.302456811819273,0.15222342310287157,1.2683910618548662,0.47234177370654856,0.23970676227499685,1.1768282314851668,0.948542814005183,0.5615592698592656,0.8550822649615963,0.40888811197316427,0.09281378578128163,0.3173252100593839
Gna14,1.2534179228928664,0.8090473769942583,0.84860054487247,0.6458121338437294,0.9161021775191517,0.25070586060697075,0.687856370583954,0.9574173126465728,0.5211781626965547,0.2882135141691986,0.5581795089080329,0.3570923123237812,0.03382169799332263,0.3951265241716653
Dcn,0.334869699288363,0.32629531080944707,0.31471051421156354,0.2575830559993413,0.11409090672370792,0.2373887327245791,0.2476030413407384,0.10501283143618834,0.09915600524675397,0.22699873311860644,0.0892579797167307,0.025324901082926635,0.01022601250530733,0.015602576368834735
Kcnb2,0.40366121774689384,0.2268232673433049,0.29838989429403506,0.21103483909392273,0.14735864672175825,0.11039782359124088,0.2833662810238009,0.22100011109959955,0.05033365388542741,0.18280498348719473,0.12423257586358977,0.02099065651732547,0.07398222063389531,0.09443523131552788
Abcc9,0.0323017556568121,0.1077397561627779,0.03584601797043905,0.14629439522270835,0.10730753152750376,0.14468074820476656,0.0004754495885051689,0.035781184154288534,0.10583795858225738,0.0015055903515137617,0.03756051732270519,0.146236764626755,0.14496890118453332,0.0017865378389266178
Gabbr2,0.14286604201235165,0.10267775511086194,0.07867441572188513,0.22429564241006578,0.024392818764818143,0.16232548035783234,0.20361007541747084,0.005503169955837995,0.037836997334035755,0.13970695254763696,0.05837831987669741,0.08202824318043113,0.020209544334972393,0.06331170174811147
Grik2,0.5487509391332306,0.3031052911887157,0.487005458182188,0.581098460532345,1.6556229884504385,0.507652473132861,1.4001998016200663,0.8415571512466549,1.7148914542430231,1.3303389519109108,0.8969309071343504,0.785596758336277,0.8502429169942924,0.06264175853859387
Slc18a2,0.035407864373626474,0.02883679840507644,0.020972217021873775,0.033631434346123305,0.033260626192684245,0.01844554791498178,0.02501661330482224,0.024119774361140815,0.017324500103444336,0.010865540015596224,0.009011499248400954,0.02372309557533135,0.008623444392521338,0.014237306801428835
Kcnj16,15.19965291381489,5.446602407340384,11.148827427260981,1.570067535987391,9.307702826051264,5.695209512491343,4.1083041533377855,15.028569503026578,5.30774136577378,0.03502847803003771,11.065541270897459,1.7877551566720429,5.830412307098768,3.9685912695623564
Nos1,3.251787585753854,1.3951180439495834,1.638652117090324,0.8372254600105161,3.5292285568787323,0.755065822250253,1.0652456034545814,3.7731409889277296,1.926391803511716,0.530500525115132,2.16719489154751,1.3597963022510258,0.22344657143290877,1.586566105853826
Calca,0.0004138471538098142,0.001614003922076525,0.0002069235769049071,0.0009863356838698564,0.0009173611644066231,0.0003793598848205937,0.0027244937039497845,0.0017312605496183971,0.0015519267804987834,0.0021037229362046474,0.0023796211066336196,0.0006966427021242776,6.897452501779544e-05,0.0006414630865536912
Npas4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cacng3,0.13240071448337043,0.10676192942047798,0.11460705449321837,0.18379197068410535,0.0513723106410512,0.16645310840451377,0.1884630468753179,0.047411849355204955,0.06877749891143785,0.17119050295641278,0.06458016853383902,0.015424957881800462,0.002217100828324591,0.017376764589785015
Kcnip1,0.19636880675404159,0.2571822257831709,0.329280835604864,0.06104802824915125,0.14346990298263337,0.19850384958768158,0.1331075299737336,0.07252092898564728,0.003566218382154469,0.2690070521584925,0.06523207767729342,0.20932763411258948,0.06773468361541565,0.14052933779072396
Slc8a3,0.06692436677214038,0.1037235778476823,0.0265766964991323,0.20265765379492529,0.05788773928230577,0.1514347715308577,0.1306955712761908,0.01805487059677064,0.019038512197544516,0.07922447516596841,0.05735455207808304,0.11704410277733736,0.07122665167948741,0.04611162590125119
Slc8a1,0.569081620001004,0.40213813471621673,0.6446294417962968,0.2757444399485411,0.2772441523518514,0.3529650039283712,0.5237298417704102,0.03250329360204723,0.20061482184428409,0.5992344061203962,0.042323498191860556,0.3217018466066312,0.2478700607309855,0.07367317040421398
Gnb3,0.002701868360194348,0.001193102271390308,0.002616264674441562,0.0005350234380888389,0.0006366778975013467,0.0006259774152393594,0.000877438425252724,0.0019421351105661496,0.0005457238916269741,0.000781134242876025,0.0018511810328821466,0.0012733557950026933,0.0013643097290674353,9.095398433148336e-05
Alox12,0.17380227191168798,0.25809983718893037,0.2313064622763322,0.33467536074244186,0.4875040096918512,0.27372929957702014,0.3625972265752585,0.46371723561106193,0.5513921596013687,0.30252977612044446,0.5249695750262164,0.03541819855377379,0.029050337279320895,0.06383981182333577
Naaa,0.6005472366379415,0.5492916083103007,0.5864053127753668,0.263111540779222,0.2976220112835095,0.24889048243820128,0.3034001384617292,0.3336891433846161,0.2809648173821998,0.28833478818483516,0.31578310259329495,0.019673781569244733,0.03747428926225159,0.018618416354301493
Aqp1,0.5477477102507408,0.5184046198239495,0.5691608482396664,0.021548948207037365,0.40451058476735713,0.04435039194252927,0.07677944824845652,0.45439911766093877,0.4259991683765987,0.09905272707055697,0.4757443444646511,0.07591929728835277,0.05378183070974987,0.02262035905634036
Ntrk3,0.15218440987394638,0.09502496094800192,0.0402423016340872,0.41447007444323164,0.02057553675020056,0.3060232514836084,0.3611437926293456,0.08336238279953635,0.13757414816955718,0.2541533198039341,0.19741330870826812,0.17146669480393895,0.05882553068085331,0.11010126251414373
Mef2c,0.0002721242397979764,0.010934446744035717,0.054936110573551904,0.30961141285445265,0.5009394942358927,0.360589365093481,0.38536915504897773,0.4360502261133577,0.4464239397320287,0.4350854280110951,0.3825077152581512,0.12234870404636632,0.07111513433516907,0.050359476769722536
Kcnma1,0.8773606839945661,1.2819141764995277,0.7405411243705343,0.8234153443323323,1.2882142643084749,0.6793681638562103,0.278139162158735,0.7489718002159247,1.1639673003733153,0.1325399296511509,0.6231268644378696,0.6785232627456638,0.5484170276324696,0.13128175640081619
Slc1a3,0.07643478047947054,0.1593407098681792,0.1375875103160001,0.1333661306006712,0.08109793095845358,0.2002373640802476,0.111850188070729,0.10369376764261115,0.018554433837710157,0.17859052254411117,0.041027553218262625,0.04483988349013946,0.022833079981008458,0.06770568753642717
Atp1b1,0.7452053658425125,0.11135797842585751,0.4758306053819417,0.08481662387086358,0.35976964190961697,0.3538946503910364,0.28388421780952233,0.7335146718475963,0.09784251107960865,0.017031569398869347,0.47419865333726874,0.1156307072236903,0.3797980628164167,0.2609331408273057
Nrxn1,2.5746245331203874,2.51120566371838,2.1310742461629326,2.0834902963144026,1.7048752351679661,1.6431440007697913,1.6794418127261124,1.3312308589036446,1.2662825156695692,1.2443429951744251,0.8934423944937794,0.8273337676313761,0.3904813961539185,0.4315652536495967
Slc6a13,0.12407194713868636,0.13243576337170127,0.11224484934140956,0.06240827603245443,0.11072100940421785,0.04981925826658181,0.044217406277539555,0.09323145115917526,0.09590683438086434,0.03175826295030077,0.07813156050541098,0.027810125337084074,0.013108508547907672,0.01502197005787582
Dlgap1,0.680279499622635,0.5348725157335427,0.7858793961276577,0.3353851254718641,0.2616647937951033,0.4429998410928766,0.5887457741920299,0.005536085659469301,0.15267545257728082,0.6928769171133494,0.10072286945195365,0.36221820443796315,0.25181658011019875,0.1064660824908044
Ctnna3,0.12949189094934865,0.06323277208725663,0.14536843233456662,0.2012946060422541,0.2525539646954153,0.21617179125700253,0.28705056731783124,0.15883143548297907,0.2505081166429807,0.30313453746833524,0.15676673314594622,0.10002034744270732,0.09959609124107127,0.0014236094300779998
Grm8,0.45514837396027985,0.04968991354471796,0.14165390892325658,0.6532315463455727,0.27713007274884977,0.32730502430918407,0.8390996420536709,0.08124230651378032,0.5812047865313007,0.5139389593720113,0.3855212355584418,0.12231657764138396,0.1893526508528253,0.3115926509830242
Ppfia2,0.5677906264603109,0.4951281522172019,0.47986595920667985,0.3563770126899505,0.33952614489194927,0.2703039703763538,0.33910981787305916,0.32057167587350643,0.25291624678278973,0.25306964203082,0.2343014163500695,0.10598071252818787,0.02101426849693943,0.08476923601225589
Lrrtm4,0.08973910770898026,0.019617386327810543,0.08612537831882885,0.10733544351803725,0.02156704249340773,0.10966404985777592,0.00022517156338268098,0.0876686268715444,0.024170245334218275,0.004256291836760719,0.08280272379974184,0.10489150701640959,0.10858761167127085,0.005596337320157812
Dgki,1.860051516761445,1.5996571168736478,1.8742868796628676,0.8523037957611647,0.44846783176061494,0.8573559131066163,1.1289710251582652,0.7359650776205073,0.4651314974584643,1.1325159225005461,0.7496421666635837,0.28797176576146677,0.28350580904051026,0.0019259525578439666
Kcnh7,0.49687452789915315,0.41608404706646956,0.06288061746272629,0.8971927315463291,0.7938645401095126,0.4420729738725683,0.5598858772693082,0.42063341041352914,0.3552950918707151,0.1041125258564315,0.01887725886821427,0.827697183967249,0.36214530257354505,0.46688532228487944
Ghrl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gja5,0.21754033251245442,0.23329900450541857,0.22215344906987897,0.10844186364973701,0.14207214228608075,0.11254988884464871,0.09560427248720889,0.12592623998438085,0.1455993191932458,0.09965337110973219,0.1295039271576544,0.014799006313190088,0.017703247751923126,0.002651699147048203
Tbx18,0.14527253163709775,0.21692502582481163,0.1594062731200582,0.11106633834606731,0.13400885720628083,0.12646364069427027,0.05372809282214087,0.07837640900808193,0.14657218667030886,0.0691885694280868,0.0906509260742622,0.04163408293678758,0.05556024623439269,0.013862985102922208
Pex5l,0.21868704232887687,0.29335991327302535,0.34468876312946345,0.05278010643902372,0.0529586002440036,0.17544476257980302,0.10233954612602042,0.005253952454895908,0.06965173305388878,0.22702973001877796,0.11990963049660079,0.17266645422922253,0.0511814144162112,0.12375890948917545
Smad3,0.06555425036510373,0.5712630300973613,0.1672807807768566,0.706365855896118,0.07379846139422887,0.8039862432971054,0.3069689999732618,0.32388881171221573,0.16144911925109456,0.4061711495368294,0.2341451492852625,0.3002586099849013,0.38859627202492136,0.08996733851920369
Grik1,0.10618751471141702,0.21233149549805533,0.05555361584488775,0.550736178024535,0.10243242152526144,0.5128042877994167,0.3954929970459383,0.25520486966392136,0.15169489767427677,0.35667947180055326,0.3060346894528293,0.19628800247763542,0.15439421466278827,0.04290602643553756
Cck,0.04067126494631406,0.032563815359172785,0.03930885593039461,0.03109717844031219,0.002955609073539167,0.02991344411646538,0.03783477673077793,0.0032980726970937378,0.00457858864619717,0.036569149340115105,0.0012879606280165818,0.00411700736218231,0.005881439031732894,0.002017556907867442
Kcnn3,0.27790457482330083,0.30030447742812816,0.22517582014420784,0.2401511129349203,0.2440805569010849,0.18992994081316036,0.16798530893471444,0.16659144393749128,0.18944663137031764,0.11728782647301385,0.1108228129389863,0.12908315277387047,0.07589912736839606,0.05330309946505513
Cux2,0.21263290745963082,0.7191857608114243,0.5085331293214965,0.07942679761520392,0.254578602899477,0.36543767254147064,0.12563307448274433,0.04396197551193491,0.5530591758159391,0.16174598855081224,0.3437867250754247,0.08252321888071962,0.20425575698670567,0.28826719510001103
Adcy2,0.2227397716630406,0.16202804778485866,0.210159923357984,0.25536780172820184,0.10392362044309376,0.23593828948573212,0.3039784427648215,0.058848313582790586,0.11916967895343564,0.2856463407898166,0.07331365754942516,0.02847404119940851,0.05037091750344045,0.020423826987543945
Ptk2b,1.2362839403431598,1.3617756874895388,1.2430480385189357,0.3485894278332472,1.1475916061460014,0.3481454942010312,0.23110010478009702,1.024950363711983,1.1442971286019874,0.23432443885024914,1.0257214166519997,0.12176505660202812,0.11515285624742998,0.0034462911647995323
Slc26a3,0.08448482569954938,0.09907120418223292,0.06707296250031522,0.10284329697538104,0.056753493006479444,0.08467845051635915,0.07075900088878416,0.03389863047927162,0.037369529968504664,0.053110484707888005,0.014923429232317247,0.042877069618731424,0.023320995846372972,0.019211854228616387
Prdm12,0.007448500866385826,0.007663138446158142,0.007425296908923794,0.006775583297031164,0.000951366148937388,0.006775583297031164,0.006357910194077434,0.000713524611703041,0.0013458350608494436,0.006334706392335162,0.0010557843935318683,8.12141843574049e-05,0.00042347397552941804,0.0003016526927645202
Kcnc2,1.6716677801195088,1.0392930642815297,1.1683950980776874,1.2954631813520983,0.6156921781014333,0.8092846611857653,1.4179551806186248,0.7375304046558171,0.11321850104467955,0.9316192090398235,0.2344393035772912,0.3905384456458307,0.11394488176885693,0.5045680814464146
Ptprd,0.6574598931540525,1.2828064605882823,0.7757247409958045,0.9504793367698929,0.6230154137766556,1.0690656782870056,0.4450253485397881,0.1088598892936335,0.7390495800024225,0.5577436676695047,0.21982986003789448,0.4094353698841967,0.5229575412063912,0.10777470695584296
Nppa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grm5,0.020871599908875032,0.15332197902058906,0.23655173543818236,0.16279709528452488,0.8096432803760217,0.0762031908076616,0.21145587407400582,0.41995684318452164,0.5986590813601305,0.4511012407910295,0.20718305514987814,0.6024463721453274,0.3700564447874199,0.2325494426043494
Actn2,0.2516369237408775,0.14952639986601993,0.1093492815749526,0.4148729927148351,0.06478091095694818,0.27027374119950787,0.37350405053452457,0.025579622043152738,0.07591500426202547,0.22984065446245874,0.11454839170268453,0.18078505542780215,0.038889342467165224,0.14149578306397761
Sorbs2,2.1671284429606663,2.3710925032045878,2.450916992552073,1.3868486830886801,0.3399252034967798,1.6547564880863948,1.4543191254831767,0.4143600876436925,0.6401932083301509,1.7260640630998865,0.72145941092893,0.35673736465914063,0.0751002680792559,0.2888676639967894
Cacna2d3,0.4549479142558611,0.8026068748967898,0.4590889762384829,0.6806456228851586,0.44378598685277226,0.6930477546478568,0.34345487716937234,0.0989542700100501,0.45179482961054246,0.35271443374601474,0.10373644603767376,0.3317464226179786,0.34518906138097294,0.009984764458066772
Aloxe3,0.03336621235724151,0.04501376073114321,0.022069983741120763,0.03999171169064149,0.050418654412465604,0.029335063151568457,0.017980281000673348,0.027191122039672746,0.039870102586326846,0.0067561175852747235,0.016268731334921255,0.03415893125786097,0.023394183587744966,0.011062016653321124
Gimap3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abcc8,0.282958001813866,0.1521439487547772,0.3118393400600606,0.34796230102659786,0.4187366671259632,0.37805961245805453,0.51229697505178,0.2576626482641061,0.39317796048341835,0.5424407376277504,0.23208071864811525,0.19394404313319077,0.16641035461865075,0.027494962075293894
Grin2b,0.5083354291889596,0.4215276808205861,0.5283348223587536,0.04333323535553968,0.242719803500794,0.061552406781043095,0.1512565770557025,0.3475913226125083,0.25968151370002157,0.17134076052417802,0.3656338780029502,0.12397374226735941,0.10841079465600668,0.01731492567633715
Syn2,0.08961219168692383,0.29641250746252135,0.10811120575685183,0.20107290863548796,0.24528772526819495,0.21869617863567803,0.018006814750716714,0.05916616401756541,0.26347352041960764,0.03501644746790327,0.07652736583859009,0.16796132859970217,0.184312569281819,0.015603349438266304
Nr3c2,1.482980288279866,1.1796080246663379,1.3130947331265954,1.0704696705089725,0.2927189414391295,0.9038732436666225,1.2123538551799047,0.4308337380872688,0.12089774601950183,1.046164973960152,0.2597111155669585,0.018177594469470877,0.1498305307562041,0.16675650527394462
Kcnj3,0.2985025989363775,0.03727715060934468,0.03433588713543253,0.3384831988225433,0.4154872219626484,0.004312796828817724,0.2792060190576963,0.3523808500276073,0.08990278448880455,0.05695428427870404,0.02600362762549821,0.38414016220461566,0.054877167549329996,0.33128460952322986
Glra1,0.013840149836861243,0.040485415862447104,0.04769401832760032,0.08499189838434852,0.050451057144051396,0.05042357803736824,0.07717875680154607,0.058410745766629205,0.0828485477331458,0.042761576458844035,0.09105554585711158,0.041291460233238014,0.008610020678175304,0.032827992495863136
Shank3,0.45599795504689566,1.0261144310874062,0.7527564167549801,0.3502659965915081,0.35849385244628273,0.6531622914766575,0.07627303568299357,0.08356170092942569,0.6551993882540009,0.37563742775508074,0.37754227636055165,0.018982276747597785,0.2817446035022707,0.2974198579185474
Lin7a,0.04178905540084576,0.53826118283734,0.11370646116974717,0.2943273109661418,0.3812537333243395,0.4391873934708406,0.13354977270077845,0.04869333375951166,0.5295270165198828,0.014678080262298249,0.1024091392084658,0.2865665034371732,0.4272865886252279,0.14422414634383193
Gabrb1,1.0869927024795332,0.6198171705884034,0.8788702896767346,0.24803106413966705,0.529047254887983,0.04684375295613776,0.505416994371028,0.7882161234624929,0.317428349047927,0.30456543245224,0.5762151996421265,0.05152118017469063,0.25689966195866626,0.2052858608282877
Slc24a4,0.08682853218447584,0.17407116997129943,0.17686641752521814,0.16683459745175402,0.14544581104017598,0.0767242457148852,0.16597532346355248,0.1489139836717169,0.2368606162672831,0.07488145633111774,0.24126053345172072,0.0949761453663234,0.002236194430375526,0.09386840384814461
Nrxn3,3.1884776664232435,2.409007933385027,2.957247145325524,0.3817935448241816,2.0039981682552592,0.15612955090220315,0.8992362853499275,2.5473928252584424,1.7789991428079748,0.6766880328783327,2.326877443533555,0.3031778195818128,0.5181456934475666,0.21479686894938627
Reln,0.6694581845243562,0.7712906531405976,0.16878954635514165,1.0810553938008407,1.30334512748455,0.6016824306406149,0.4875903880511879,0.7030339330308355,0.7997292620614204,0.0020262114403346923,0.1942297650551923,1.087973176320941,0.6029002122645049,0.4899338236210627
Fgf12,1.281694694378767,0.9342186372709246,0.9735244958046733,1.0507589219048712,0.44329103301651895,0.7608080003477127,1.084917268133026,0.48165992310359007,0.14399339004876782,0.7910492942482231,0.1791451133527473,0.258501780370725,0.02677581741141303,0.2879190556530735
Cacna1c,0.06323163891251515,0.11300414054705774,0.09616827084096174,0.036964810012539095,0.03180706840721344,0.0709234253579013,0.021903965402384443,0.016614740456618694,0.05562351930837818,0.05361540983546725,0.03907452353006328,0.004267239122383145,0.017463407112469624,0.019830111251169718
Kcnk3,0.03009713779975523,0.0033192631114255036,0.035691403579824525,0.14804908268941394,0.018423774460534545,0.0867608153907101,0.11021943113899968,0.020506084153278224,0.04513327597122262,0.04806094193802815,0.08492092158750747,0.10088322411047396,0.040104654219058046,0.061723376164145013
Kcnk13,0.3567995719949402,0.21037094632305317,0.1985002953880858,0.3142906420658208,0.22208059109073996,0.15733317356783003,0.30295669636476047,0.21142651524242742,0.06301199075721345,0.14577560818999113,0.05274257677223696,0.16669909802328012,0.009133339580676787,0.15760154119281558
Tmem108,1.7664865719585254,1.5745713551051366,1.634499752235853,1.0677553214376392,0.6905001024005665,0.9468587899418738,1.1166126021825211,0.7532491990466732,0.5651366934501755,0.9987678821430855,0.6301288955016755,0.05449872823018872,0.057839312514253706,0.110672561752064
Cacna1d,0.10901987783288278,0.02742172448960053,0.015504391336643941,0.17142282689327823,0.054220900509373664,0.07955264493574452,0.16221802973381416,0.04435649143678785,0.044630708445436734,0.0700810302761878,0.05449511751802255,0.10663344617656413,0.00916774938308416,0.09778438744727025
P2rx7,0.38019806541023826,0.2067741753176651,0.3530889838455653,0.02770805144381963,0.09418102063947756,0.007133655242415401,0.17284888170974755,0.23820779005079376,0.06876100911615714,0.1383246310853265,0.21338673152440085,0.1131082633397869,0.1443142655635771,0.03128985299043992
Nr2f6,0.4099526713875785,0.4268035068119207,0.46341025202740455,0.241245740768449,0.03868631074230544,0.29408420842146005,0.2817734851853128,0.07963474624224304,0.09295350558946155,0.3337865025911607,0.13296534027271123,0.09481876523313308,0.04202790690539226,0.052219375972674016
Gad2,0.5081241904124555,0.21563737829253393,0.37863789034477335,0.03731985647327822,0.24786730242261543,0.07956910297066347,0.19734573158829988,0.41811080607669127,0.12225275101333109,0.07960687823042857,0.29213741251384695,0.05381727339787219,0.16831708454692249,0.11515139762377341
Grin3a,0.0636350447997701,0.19289315387432254,0.018720521870167567,0.03233293651489127,0.5381367640847063,0.04981094544110582,0.17630792390505173,0.3242681409710963,0.45493444466173943,0.25820329802217956,0.24100139999522857,0.29227575234977693,0.21083135998576924,0.08126951842186961
Gip,0.01881694546228675,0.007470763560995404,0.005660063952371834,0.02432720278099523,0.011626253622165718,0.011378747648573311,0.022588149914475136,0.009802527714629361,0.0022470911126176905,0.009541995092443642,0.004057790371560735,0.015573318005204086,0.0018823458262062617,0.013736565099393893
