,Scn10a_Scn11a_Scn9a,Scn10a_Scn9a,Scn11a_Scn9a,Scn10a_Scn11a,Scn10a_Scn7a_Scn9a,Scn10a_Scn11a_Scn7a,Scn9a,Scn10a,Scn11a_Scn7a_Scn9a,Scn10a_Scn7a,Scn7a_Scn9a,Scn7a,Scn11a,Scn11a_Scn7a
Syt1,8.75446265152662,7.686350000331683,4.897089333539178,4.886800170304431,7.560541672420873,4.759688476770391,3.8547222994475354,3.822416697674054,4.744322105141276,3.689778703744466,3.696698075089539,0.17195303044191707,1.041737928376855,0.8788161324249625
Creb1,0.11777490846618931,0.0015089279874419517,0.12103396856064759,0.11580040382632739,0.0020586489275451246,0.11633890166955978,0.002019383099054147,0.0018959763708426285,0.12423693905102226,0.0010040821185683412,0.007045403311074732,0.0032197941718572296,0.11790953292699742,0.12019816758274982
Tacr1,0.49905327884379985,0.16953974976458072,0.18022459593829854,0.6205923687637388,0.1106748671125509,0.5497016742182156,0.13142960626384695,0.2965280031887141,0.10467905052299509,0.2353655864309071,0.19632447275621726,0.0683539839524545,0.30727266067965026,0.2292074911625698
Cacna2d1,1.312147544646297,0.9591553749790402,4.5678246250133,2.876131443614642,0.3724506913492503,3.4310843004805816,4.224596822321739,3.259119190468739,3.9667894787194213,3.861840256214972,3.5729135266220444,0.6663650112255659,0.3725911895475823,0.24087767163504165
Kctd8,1.8588846257454408,2.6082515600349803,0.04668022029288217,1.1538062596611542,1.3636602969638791,0.07238883288965285,0.7041584761554974,1.9043690045627029,1.3018032547028187,0.6692977766529707,0.5579551005830619,1.2525475740864107,0.7520344376172637,1.997039601002952
Kctd16,11.168704244959741,9.78172371796533,6.6584870154645674,5.925638370211385,5.87983530195981,2.065931175662719,5.28226475889054,4.514903868062859,2.7816307893836245,0.6337865537703538,1.3922000752364094,3.8688674954585625,1.4008280919528315,2.45003779691352
Plcb1,11.550587187123334,9.296645487012212,9.235284069499485,4.507884120468943,7.664960202168449,2.8649796728375407,6.993247687197819,2.2473593655298814,7.626952783867531,0.6102935977631059,5.397108617643716,1.6098195553941135,2.247531144367569,0.6284386528073596
Gabra2,2.5818552054011943,2.3314356191910424,1.1495589241259276,1.6892666646966068,1.7255054117301611,1.0865261530149695,0.8977389594763204,1.4351904419655337,0.5503039043628507,0.8248723437736414,0.2923844463284157,0.6113295116259811,0.2537183070530476,0.35042254129999095
Slc4a4,0.1259010574457171,0.3889931164736927,1.0754668080183387,1.2208530342129602,0.06834480587717882,1.5421237593681547,1.3421550692198922,0.9605444961318382,0.7544554609382188,1.2826277719835248,1.0191208226119668,0.32780609832604557,0.2632822488282156,0.589203809672766
Neto1,3.8362885589023366,1.9809804625687124,1.4748804116632663,4.270061678459104,0.533737130590227,2.823900304248829,0.4147211841632763,2.4142832000189416,0.048476656498731306,0.9634881674434023,1.8456409548125379,1.4322604780376542,1.889625154393456,0.45830548003046434
Gria1,2.151846171409962,1.9253917420222262,2.059372039278133,0.35541939172473835,1.0077807145258049,0.5584774606484103,1.8099820929628574,0.11237325324516723,1.125738716451596,0.8017675751179059,0.8717941423020437,0.9375372570530848,0.26660521782953245,0.6700645008112066
Kcnmb2,1.5111272141829255,1.9272238620473985,2.185160082890105,1.1455843162118184,3.4877328748247782,0.4261115450430182,2.649999376621649,0.7303399762526364,3.6582522803693953,0.854407193330361,4.135503595641857,1.5008459400619258,0.467609327938705,1.0182675774931906
Casq2,0.09176773602262833,0.11856123617030898,0.036900164709534514,0.04291885179817384,0.12782075192057557,0.05199120844019357,0.0640679843958275,0.07045114123954964,0.06182205923144188,0.07923783300531571,0.08908838336362308,0.016903545366780817,0.028300633374133913,0.011269030244520547
Smad7,0.04614034587490194,0.07940415524946685,0.040425056126461856,0.05121146583681402,0.06944009090147141,0.0421040085106882,0.005667319975961652,0.08555803218043616,0.04890890411092776,0.07604625278045439,0.014329342386536137,0.008490700891228544,0.03592957573373126,0.04389945858529929
Lrrtm3,3.8316720620882405,2.9240939952556952,2.1727943161478085,2.5457414819455635,2.017421517135834,1.6331089556547544,1.2628202993138578,1.6501421112549681,1.2586131718870852,0.7360778970009623,0.3495157502219183,0.9230628495477461,0.8981996969917323,0.02366528171639427
Slc1a7,0.00074630946990962,0.004865182037140454,0.042690791947185565,0.03791063222315616,0.07401689709270984,0.10590981850427371,0.035709490693838365,0.04082029598694682,0.023683517825814557,0.10931072117230699,0.030088554057961386,0.06847153274683428,0.003759888162850081,0.06348353844773537
P2rx1,0.05142073073467515,0.05338561169757204,0.059227791872811346,0.004735743340832762,0.0980771020098929,0.040480352598594185,0.06104959736339661,0.004044219999277966,0.10403374000257579,0.041195722278935205,0.10567909257172531,0.04535439983961619,0.0006009100450093724,0.044820260797807064
Tbx5,0.025807027906491132,0.11794158292061452,0.8961187660771018,0.7163702182485965,0.08392480001213479,0.6931958576793043,0.7506467744905533,0.8616689636843582,0.9268620103707668,0.8323632527188559,0.7890022576338801,0.03382625863604602,0.14626002619963008,0.17259532991492313
Piezo2,2.8890392629296286,2.212135485284854,1.9494682424757543,1.6222648929433272,1.1141800227207086,0.5207508291829178,1.2574256739453602,0.9348062338233469,0.8628516819190857,0.17074885471200463,0.16574279304835465,1.1016950042243054,0.704708451598154,0.39161862268346564
Gna14,0.3468900931276547,0.6273590760313739,0.18472073496801333,0.25281273743491983,0.5385479277791848,0.15606193946025784,0.08470880256434547,0.5387668947330772,0.26374847993318473,0.44123248660697884,0.0028347660982083996,0.09083927407988833,0.2757213362281463,0.36385260040174233
Dcn,2.473121961482696,2.0438767490683993,1.027141041021024,1.903334554892901,0.7550385127627186,0.6128522754392022,0.5732358036586578,1.472545602881692,0.26392264248393565,0.18276502783154452,0.7208352372900483,1.2948128062272963,0.4563110930446618,0.8368777341084713
Kcnb2,5.06919283038638,4.430952695805986,4.925663271306953,0.800169531051129,2.937205970217845,0.6779444727057445,4.281128316559622,0.1545278983516954,3.419258291061785,1.3273905012593992,2.7711957187447545,1.5026005843909467,0.6530429277316813,0.8455456770916532
Abcc9,3.506111644195102,2.587909508454718,2.652645470915415,1.8023377216922987,2.3909604033254266,1.6023097413090932,1.716605840881666,0.8743627472723876,2.43716346099211,0.6756457391551771,1.4994352768180026,0.21780606468474062,0.9457729442558183,0.7293772061920627
Gabbr2,0.5794141896901074,0.5409439318481978,0.3732503658410936,0.24860651426620492,0.6778154366375392,0.3851205648471703,0.33169117245432955,0.20235994367851268,0.5146878575119163,0.3367292690092216,0.471988853381441,0.139326485953746,0.049652509574220155,0.18938365346190436
Grik2,1.3799129948085485,3.377913427702829,12.346631350072643,11.832144696006551,5.13535106523695,13.648615558176727,10.327519504838905,13.78362282227394,10.73996882286644,15.637885027214402,8.704437603645932,1.742972573523705,1.9695915817366714,0.2581554112331693
Slc18a2,0.18906007023652174,0.10690414091084764,0.20132260813087727,0.07469089954178952,0.096690433694254,0.06856470495664772,0.11938981460166563,0.012333532677598246,0.1998519143924154,0.022760236495900824,0.11308105188972507,0.006481190282654558,0.08732871560715849,0.08662886885221129
Kcnj16,2.925053883618602,2.6774053375481563,3.3241871426981158,6.663361917138904,2.5342957003772915,6.503435272047082,3.640205369366996,6.372580443666914,3.5822167477673346,6.218450175812695,3.8875231841037863,0.2358345447576377,0.36318521845115204,0.11079816209225493
Nos1,0.3240167419993218,0.2799553757074611,0.06199980189127395,0.3175928853599766,0.24292536676538884,0.2811985155133327,0.009225156305066904,0.2734921389189122,0.021499114550632935,0.23718777113489425,0.030116761840393826,0.038858158380074614,0.05283089366665127,0.013652107185276657
Calca,7.879344513419323e-05,0.012016000564730482,0.01910741056071114,0.03418650554574717,0.0185657055386616,0.026504145157413003,0.031714362178762445,0.02207201357944143,0.025154807469803215,0.01447829551862173,0.038106479984818906,0.007465678776094743,0.012813783495262614,0.005417049559528072
Npas4,0.029440375260239078,0.03506255842211488,0.03292420689963565,0.0027069768151810215,0.0380498450819651,0.006302931403515259,0.039139040763694746,0.008233054039435089,0.04666731986210016,0.011220338549437471,0.050607654490215176,0.012517765805036319,0.007159873649143113,0.007808587008211558
Cacng3,0.27814696327876,0.30299411418180827,0.16633478421504264,0.11850362394099538,0.4757983609264758,0.2974126108379416,0.19652557955814653,0.13534323582091587,0.3264538115652837,0.3152036327944101,0.35712031620311097,0.168737039111662,0.021596566492549513,0.14571339368411015
Kcnip1,1.622334679673307,1.1744567694339774,1.3266248446557056,0.7517096405897609,0.8326521896206664,0.4040780966388287,0.867060510476848,0.30300161631795725,0.9829485145794937,0.039014548500052024,0.5269649841467581,0.3406977611033452,0.4603456501003406,0.11691343619257859
Slc8a3,0.4235259065169631,0.5984633794599081,0.34086006603598684,0.5987657060605704,0.6426855787444826,0.6367077520824119,0.16982537981666876,0.7794542549512177,0.3021209687740404,0.8235596551387926,0.12462060178832653,0.04471005569444821,0.17462825275167812,0.13856888090718178
Slc8a1,6.071088536120076,5.53909654845548,3.3470009467473796,3.2247925892645037,4.3000933252332025,2.0032079821809536,2.8436887269586606,2.690637089555694,2.0837001232935455,1.4553504721986898,1.567129833757303,1.276559009537974,0.5079164740326204,0.7532208373770002
Gnb3,0.0009643402382162838,0.0003523550755525576,0.000936522709325979,0.0015021452657609361,0.0024293955235350742,0.0006119851128823597,0.00037090007821897206,4.636251039963859e-05,0.0012425152782125004,0.0019101354239847868,0.0024757580302011105,0.0019472254044269324,0.001539235370656498,0.0006490751431058719
Alox12,0.05914270024092704,0.06195755596340882,0.035877855976415164,0.02733331131200981,0.07324773576063373,0.03955408471465526,0.038300475454138186,0.030102019286550406,0.046099005117893214,0.04206899555926248,0.04897538704196507,0.012005429632581098,0.0017073705713914105,0.009052140369421466
Naaa,0.3732741222432127,0.38442140761530297,0.07538506042708003,0.4383838098164946,0.35207546622394476,0.4083024337799521,0.06299647791618052,0.44970062267217165,0.1040132177799547,0.4176332313527184,0.09402242517029649,0.03068686587446295,0.012328030479513688,0.040314354829068796
Aqp1,0.05704620087036179,0.0626901682840207,0.00523274775224148,0.0475881914321286,0.0785837406901934,0.06461261394022158,0.005376673840342051,0.05367421468675848,0.017343115003302594,0.0705855507358502,0.01922443655464336,0.011411296793260858,7.196313373847559e-05,0.010280447381249731
Ntrk3,3.573087506939978,2.7281239246469546,3.470599229318865,0.9706752859820688,1.2619932166867307,0.5249698928632289,2.5967503861651196,0.13404713138409274,1.999960201630414,1.3624892670833402,1.1326642369871975,1.5000487035296317,0.8635214960668877,0.6377854516070516
Mef2c,1.5192287101717665,1.619147354903864,0.6136953553336693,2.086276027638108,1.775024249226784,2.245747402168345,0.5271996438878481,2.195553305805986,0.44993315155111724,2.3542474880846256,0.36542901901943736,0.16500895760929687,0.09259995759263112,0.0719070509035254
Kcnma1,1.1852711408464867,1.835715585785908,1.0910472704223524,1.6609234336000693,1.805673112536927,1.5970075260509804,0.46926070199867376,2.3301443925001686,1.1379316215056938,2.2891774992331393,0.49349945778831095,0.03681331466988091,0.6390457965229721,0.7005909598292415
Slc1a3,1.6608225416799915,1.4186103201727178,0.6923717363356028,1.2205842198479084,0.6802458095249103,0.4739214190398029,0.4291535054089911,0.9791681597100477,0.041062778460617684,0.22687109480857576,0.30685317828800257,0.7521133146076795,0.26361629876793413,0.48350580713604097
Atp1b1,0.262521944814424,0.30097530327312866,0.0452650475522394,0.26158863816698213,0.32718430596614767,0.2898105108509746,0.001114387964500909,0.3007733081506266,0.0206927914813549,0.3291414609011181,0.026034888468927826,0.025547344336246718,0.04683215502845207,0.021243019726121234
Nrxn1,39.36782926447911,31.476383782376615,21.095563121388285,26.042330518851607,25.490271796470292,20.167364367557266,13.187006309459104,18.249716884965245,15.034127075000281,12.316699658464296,7.088787276253935,6.063195474774338,7.819479293714601,1.813537147986038
Slc6a13,0.01132220554179542,0.1462693848444786,0.17730526782244077,0.00905147896317898,0.23701203094604384,0.08443332665963933,0.020271541131354064,0.16655663596046805,0.08404046631351453,0.24446064328258427,0.07415612615844264,0.08317617460661368,0.1568765825526368,0.07491041528111061
Dlgap1,8.452065664882317,7.593138312135451,3.469419887065016,5.8865760829012155,6.748955608639699,5.062132980892774,2.58401076947137,5.028420971576132,2.62682101954948,4.19089899940817,1.7302015391676147,0.8451578435571419,0.8853685719377042,0.05255835252437594
Ctnna3,2.4955829560001943,1.4723802034260447,2.745131351499729,0.7312522102118588,3.397475433160308,2.6620468808088904,1.7271858737683605,0.3001558585761166,4.674255781996655,1.6253815577861694,3.6560642443156857,1.9253900070809213,1.0238906488151618,2.9541939826183583
Grm8,3.1911303461224936,2.9815893180563457,2.9316628024254765,0.4433965820658721,1.6663570441981035,0.8839929261125152,2.7122183433394147,0.25434518013353,1.6315928816987597,1.0744103145791017,1.417065991323963,1.3081975176881564,0.20148181064202167,1.1020030764203061
Ppfia2,7.630461292946531,4.8406827323889186,7.370318105232554,3.121718252567732,2.4881263233748183,0.8179727745611088,4.581711193938577,0.2942610736261902,5.0212774001560305,2.0527966179071786,2.190169526192826,2.3880712569936478,2.8268713354060573,0.48918818014211396
Lrrtm4,5.461538149516159,4.727646241578978,3.705536959638725,2.523828092295024,3.1849272055050317,0.9449733179919753,2.9450644509251704,1.8044716686000435,2.134384302672874,0.22231599727640777,1.377791744585284,1.606072455491144,0.7492379457811027,0.8568344854208803
Dgki,3.0912514139653844,2.4880119834978376,2.676680039402753,1.0213346477625835,1.7959598998663981,0.3340407176843954,2.0709268383056214,0.40105985272166683,2.005591094013824,0.2889498322822418,1.395304053392538,0.6758023641651842,0.6226089864184012,0.049108452462897995
Kcnh7,2.159998793110494,1.7414939306061448,4.032571503429132,1.4182817789093,2.9998770194870636,0.11277595662225239,3.597403048770939,1.8173456756881656,5.317998961922255,0.5411606992473363,4.849639518145545,1.2684449954378811,0.4224204169039389,1.7256952886623809
Ghrl,0.007697800484685989,0.0023361149926782484,0.03664822201545021,0.014311215252587123,0.014358071370076681,0.03098531962639016,0.02856887937315977,0.01977999995400097,0.021614083550618838,0.03656789621584698,0.012992548049935968,0.015623188339131846,0.008594761192461508,0.006513008416815576
Gja5,0.4984866717567388,0.2570690105895631,0.2586612107455849,0.45797085587903325,0.27272040150710397,0.4680804757004382,0.025675986132319747,0.2211597376676404,0.26954375041495154,0.23361128170229714,0.03929461351414155,0.009236244356659143,0.22776037171358385,0.2353966936661798
Tbx18,0.9666552590992518,0.8784579091192969,0.07493336404481442,0.9854072088023351,0.42848564776646547,0.5352675636354217,0.016873029093042214,0.895275097935761,0.3818104230834234,0.44264261058825133,0.4779885446799772,0.4644082648216058,0.0950619387215441,0.3664256408407768
Pex5l,2.949133980754958,3.759767057406828,1.4504747747609725,0.72330088134802,3.9434495773128146,0.9130396767939357,2.263765773389011,1.5174357687701525,1.639985701000245,1.703510437565892,2.4486253520959878,0.18140427376755613,0.7975902242135526,0.6125787751714808
Smad3,0.40318342681427355,0.285291347014338,0.2769220537578351,0.24008913339374927,0.22185316956771328,0.17292086988835953,0.15618895637969216,0.12336688172245606,0.21373788786627435,0.05968136236056575,0.09859991957627881,0.05820403434141121,0.11981059658509284,0.056138449026686243
Grik1,7.06518010284337,6.090949086993113,4.947225057495476,3.0839131191498734,5.244594384216663,2.243258560403564,3.962703484309042,2.1038304688598557,4.1015766047013065,1.2580811776170466,3.1179629160786715,0.848120243100638,0.9908271922238534,0.1476505085782714
Cck,0.2184894944125899,0.1658629202462939,0.13495883280932894,0.1339397042001072,0.1683258084747875,0.138959849577132,0.08167170406636196,0.08460641156450523,0.1340246324285603,0.09031540826241627,0.08056765229479479,0.0010568723776560338,0.050003275238588336,0.051022403847810066
Kcnn3,0.11632948901738999,0.10846728821192295,0.00019396869051358342,0.1250839326476923,0.25430588855618835,0.2705475257186989,0.008625140817016609,0.1178165748554688,0.1413773124569869,0.26481897471630816,0.13439444159444067,0.1458773823800689,0.007603572182163796,0.1520197226915219
Cux2,1.786310079595048,1.5630781078584461,0.6480309718289674,1.3575455672154442,1.3257448025641985,1.1241238775263616,0.4293264482875113,1.1352535695674641,0.42195706956143625,0.8983417388650461,0.19841167039921886,0.23070948827248625,0.21847758823496885,0.007985307760841224
Adcy2,1.4923373461789646,0.8719223202061404,1.6971193403247467,0.3963817329121041,0.4330245188499368,0.02894226089755556,1.0730497663294314,0.23281063788205839,1.2749277802746677,0.6676623965288548,0.6402210906232328,0.43139304008228974,0.6335973224095468,0.212613051173225
Ptk2b,0.25066925751083413,0.1108541844008992,0.08336810539930807,0.301603553750638,0.027402826382711423,0.21806298880134348,0.05521598150172383,0.16131868061699767,0.0048585306497423725,0.07460252770930187,0.14586296222244308,0.0956006604018682,0.14041570038794818,0.04889454043045847
Slc26a3,0.009194690547546352,0.009210447989201424,0.05683846932435105,0.038512120956849624,0.10051915761982516,0.1529218005233178,0.05743726648910287,0.04164005053362302,0.053285079939977734,0.15381212220257243,0.04938502007125915,0.10981627238412117,0.002347915699548327,0.1094223236528687
Prdm12,0.025752148923906155,0.022863449301811976,0.024377462455386013,0.0074632466479888785,0.00764901493805866,0.007960177244676953,0.020415950225719723,0.0034924464713206615,0.009311642474354362,0.010816366683589807,0.006069983412795301,0.014141621756181205,0.0041379918247316455,0.011011423294662767
Kcnc2,3.3208492655169746,3.588161456660552,0.0449280419516027,3.009344988421523,3.556819624681408,2.974471722981572,0.3257283051777324,3.283866932394383,0.011673443167785097,3.2483073764950783,0.29335656846212266,0.03722749269705485,0.28928558232938667,0.32734688913339705
Ptprd,7.2083677199248335,5.969119141624821,5.654402860964412,2.8021691544851386,3.646103484949136,0.4979170132155407,4.41191326816247,1.5602764306342407,3.3055445852342094,0.7533574549236054,2.0564876453314187,2.3520992008001658,1.2464982913128289,1.0944280843565244
Nppa,0.17865638719480986,0.24228472695721628,0.05591059871289377,0.1700528628988137,0.2694321625088863,0.19439533504897596,0.007889980399050929,0.23614989188985688,0.02585977890974867,0.2612223216127598,0.04018804846275764,0.03350371092662094,0.06745030907326018,0.03529987162402108
Grm5,1.8487784955853757,1.321412706857566,1.6014387011794626,0.82621547050099,1.1412573682022935,0.6208371955044956,1.0526751733670532,0.27105276135145384,1.4262876748061692,0.06706934189954453,0.8760285663469458,0.19703776096013007,0.5792927664545863,0.38239878682870726
Actn2,0.09542468632452057,0.0844164946429114,0.014587601782345335,0.0908176193626666,0.08071515905281343,0.08451229219803111,0.004877048797080544,0.08564446371837821,0.006435962744680901,0.08129866440990201,0.0012540982955036924,0.006374999707773915,0.004746413801487314,0.003683913655374271
Sorbs2,0.7435910873416527,0.6251189744735761,1.453262992592403,2.3373028130901394,0.36867446792434344,2.068554439698496,1.557135659851017,2.213155865583274,1.6837328951339496,1.9416476132965446,1.7961692145257007,0.25721833288341506,0.11161088732519071,0.14398242756654023
Cacna2d3,6.543346302980321,7.702545133312956,1.6935846207035261,3.69879655261527,5.769734836460366,1.781869199436452,2.853709591649236,4.828713645047087,0.2764499076659062,2.8976569255556655,0.873151024229367,1.990595279126969,1.1305992321861085,3.108185730184014
Aloxe3,0.008719510807950536,0.008893111099992846,0.008719510807950536,0.00018149207709839004,0.009240313802290796,0.0006470586765004862,0.008893111099992846,0.0,0.009066712662963154,0.0008285507535988763,0.009240313802290796,0.0008285507535988763,0.00018149207709839004,0.0006470586765004862
Gimap3,0.29872004542350816,0.2977240296008746,0.43014958736650316,0.127224165674428,0.46161921558587277,0.03532528956174581,0.42916243143989996,0.12832199425080204,0.5935357095827989,0.034271728144014905,0.5925219739681045,0.16177035096253645,0.001102255292238347,0.16281948813604782
Abcc8,0.05448623630665124,0.05119138149831151,0.0208754876971762,0.03983705418982763,0.034668655319329736,0.020487858676099705,0.016320836131581012,0.037382064970216816,0.00919813566251594,0.01858201138259954,0.003924753403745844,0.012089209292162204,0.0038682238869838887,0.00813215363257711
Grin2b,0.05735816432695365,0.16841719160665888,0.5634472910286052,0.8555425641974433,0.8004457915903823,1.8252989713537626,0.7742723801839959,0.6261099209413732,0.41756016049434036,1.5974018324645647,0.20681881973544078,0.9835899045242519,0.21407758319364534,1.1970253628131124
Syn2,0.09285426094058274,0.032904763278612845,0.10665111086945425,0.2659696888322721,0.05723113763418428,0.17652826386561707,0.169193307485913,0.2055307472597222,0.1949020157880837,0.11622821481913834,0.25586345105228,0.08547962351834137,0.06399066563395348,0.02211729121402241
Nr3c2,0.25485892882916683,0.7522120429536703,0.1336554730073285,0.10438742169959773,1.062726814482916,1.9326220563263563,0.32919277290209736,0.3966023703582363,1.9692215898028058,1.4330286744220793,1.505995133664137,1.8521494529069569,0.467765052105738,2.31889606835616
Kcnj3,3.759399914027797,2.600433032430625,1.6476014710799063,3.27338434350671,2.405833309452166,3.0803905048478764,0.4889078282466447,2.1024949133113626,1.4320374074604767,1.9029417012943595,0.27272889143621337,0.22460562640301854,1.1697963223002341,0.9509982518985528
Glra1,0.29376609425301176,0.32302815026932774,0.2292726253463054,0.05179496762313168,0.28419699839121204,0.004160480465879232,0.25664738424863925,0.07424950271140542,0.15537284120828,0.03795081733049639,0.19173182194612118,0.06174394268542072,0.021212420306159337,0.09335756456092324
Shank3,0.9863635408208667,0.6717176224379902,0.624789098124541,0.6955399879346932,0.5349079218673477,0.5560303014257871,0.3017551648707501,0.3734609324723717,0.48979035362684104,0.23229666214265998,0.1636942432201978,0.14299991385080466,0.330104906739422,0.18869370668665528
Lin7a,4.044544986025491,3.2176873894648272,1.9794437616867198,2.911830924960521,2.4160018038018594,2.1170045766791987,1.1444797936750204,2.0785242962639936,1.152963498891069,1.2831071423065317,0.3182948511257794,0.8224763842912864,0.842430336687656,0.019002188128384882
Gabrb1,1.429365797842054,2.060034148856071,0.669490693595965,0.15987837610195954,1.2796307827140256,0.6190155046462885,1.2871477196329484,0.779437256997593,0.1054786720073889,0.0030490399534120138,0.5095519451689628,0.7813693233427264,0.6077249935246629,1.3867697797615555
Slc24a4,0.19156458593644488,0.39729213790997986,0.5601575834657809,0.5189303190456982,0.7522908126895594,0.8789224959222267,0.3462023356674505,0.7252620999779678,0.1953319028704364,1.0880619553217363,0.01865888886006895,0.37097424421442154,0.21509254629849092,0.15456667379214878
Nrxn3,11.017123749982796,8.327120694119623,4.975629033534284,8.746370272573909,7.9962955371583,8.383537881346399,2.28069537261495,6.06541954180766,4.597358668362364,5.705335189949323,1.905658174413645,0.4018718399327073,2.682244065357096,2.2781089407423587
Reln,0.7622616017064445,0.7305917320856687,0.16661747488466647,0.6340054979017798,0.7279598367113049,0.6372829690244237,0.13656152588904547,0.6029315491628895,0.1650408099891761,0.5991450740029343,0.12913754016831874,0.006629441207586356,0.029559362840584948,0.029652474046428172
Fgf12,0.9676870784882713,0.8187288937902182,1.668799366332696,0.5651466012922397,0.5676539275924204,0.8050810260955152,1.5157097721527217,0.7173529523537734,1.4353326884802908,0.972331311056983,1.2683388150622183,0.25275600582136426,0.15662267659902882,0.0773853360226908
Cacna1c,4.502711497640341,3.8478728742062827,4.152552033566358,0.9999722523265521,1.8996287864277956,0.9546411213591406,3.504928744412872,0.31368555952426946,2.1669880033001676,1.627841003305782,1.5336457393692653,1.972726009287446,0.6794198480120404,1.3060445869945079
Kcnk3,0.05858468046879989,0.04136413777445558,0.07025372069251991,0.005268484829388544,0.05582706998516939,0.017416478883507593,0.053439562003847405,0.012895450976408308,0.08369343658838158,0.000616833624080477,0.06820728319281515,0.013352633956789168,0.017779322163143166,0.029934573004934923
Kcnk13,0.0443945436781433,0.005974696535019001,0.09792294848240359,0.1939060479649409,0.1623809427458446,0.03089328182263026,0.13770622593246606,0.1547213615036396,0.26062534711627,0.008668297961258661,0.30005390949067395,0.15764773856121245,0.03977219055825892,0.11735457120791326
Tmem108,2.1155849096235935,2.0539001515597226,1.7664273409231341,0.40379374614832664,1.9437709999397288,0.30807333602402615,1.707779984087781,0.330231566726377,1.6615164563739446,0.23011064888762284,1.599714912878885,0.10323630396814028,0.06986266686637246,0.028856319455685158
Cacna1d,2.630777492729987,2.2853087025767165,1.7576285367473778,1.2165117366238039,1.7744170205379721,0.7117897368463484,1.4161343916727827,0.8633309058488343,1.2501183137432645,0.3522316584586041,0.9023952673308361,0.5147179808424795,0.34944347255489405,0.15877862346600197
P2rx7,0.022174569441621234,0.0483439559190361,0.0648327414754778,0.061561565192553916,0.052183709202962655,0.06530532422317231,0.042436646300254934,0.08832168530776922,0.04172776771884263,0.09225004333507532,0.017707164702721385,0.022824373569062927,0.02235178784812139,0.00042089592059606863
Nr2f6,0.002460965673392024,0.017161997616442187,0.028031262085386366,0.01511119225480614,0.04733041307782679,0.04435134972057699,0.012714989403069652,0.02942365070860249,0.0010254023548589238,0.05869619040009885,0.016320087635190633,0.028074437179097793,0.01535944813820492,0.01299562570131006
Gad2,0.16468258732758392,0.112567601610458,0.04244083341266465,0.16031595232868162,0.1384875760690137,0.18263164302593585,0.010991384295767853,0.1069175090356745,0.06788796087444478,0.132673432818036,0.01854735755496365,0.02977999193087232,0.05363003891443681,0.08035579931315276
Grin3a,1.8210657474190393,1.6464123382951434,1.2382449937948574,0.7432370303671858,1.311128534228916,0.41932316532219605,1.0759337778992972,0.5649253655007339,0.9178410084593969,0.22723568290159052,0.7434182498373725,0.33623960890875476,0.16672738647795884,0.1553573645187483
Gip,0.04095083482480953,0.03328581398717675,0.05110897433585088,0.0018477384746560426,0.023596238803011798,0.008778967736460285,0.043523522100079495,0.009442031587083193,0.04269248254227664,0.01629369319630548,0.03512471063589761,0.0057819183817139925,0.007497043943853539,0.0017681707271461453
